Id,Category,Family,Type,Level,LocationType,X,Y,Z,StartX,StartY,StartZ,EndX,EndY,EndZ
85170, Views, , Architectural Presentation Elevation, , None, , , , , , , , , 
86126, , , , , None, , , , , , , , , 
86127, , , Horizontal, , None, , , , , , , , , 
86128, , , Horizontal, , None, , , , , , , , , 
86129, , , , , None, , , , , , , , , 
86130, , , Horizontal, , None, , , , , , , , , 
86131, , , , , None, , , , , , , , , 
86132, , , Horizontal, , None, , , , , , , , , 
86133, , , Spot Coordinates, , None, , , , , , , , , 
100875, , , Pipes, , None, , , , , , , , , 
100876, , , Rise, , None, , , , , , , , , 
100877, , , Center Line, , None, , , , , , , , , 
100878, , , Contour, , None, , , , , , , , , 
100879, , , Flex Pipes, , None, , , , , , , , , 
100880, , , Center Line, , None, , , , , , , , , 
100881, , , Contour, , None, , , , , , , , , 
100882, , , Pattern, , None, , , , , , , , , 
100883, , , Pipe Fittings, , None, , , , , , , , , 
100884, , , Pipe Tags, , None, , , , , , , , , 
100885, , , Flex Pipe Tags, , None, , , , , , , , , 
100886, , , Pipe Accessories, , None, , , , , , , , , 
100887, , , Pipe Accessory Tags, , None, , , , , , , , , 
100888, , , Rigid Links, , None, , , , , , , , , 
100889, , , Rigid Links, , None, , , , , , , , , 
100890, , , Room/Area Report, , None, , , , , , , , , 
100891, , , Room/Area Report, , None, , , , , , , , , 
100892, , , Room/Area Report, , None, , , , , , , , , 
100893, , , Room/Area Report, , None, , , , , , , , , 
100898, , , Membrane Layer, , None, , , , , , , , , 
100899, , , Membrane Layer, , None, , , , , , , , , 
100900, , , Structure, , None, , , , , , , , , 
100901, , , Structure, , None, , , , , , , , , 
100902, , , Substrate, , None, , , , , , , , , 
100903, , , Substrate, , None, , , , , , , , , 
100904, , , Thermal/Air Layer, , None, , , , , , , , , 
100905, , , Thermal/Air Layer, , None, , , , , , , , , 
100906, , , Membrane Layer, , None, , , , , , , , , 
100907, , , Membrane Layer, , None, , , , , , , , , 
100908, , , Structure, , None, , , , , , , , , 
100909, , , Structure, , None, , , , , , , , , 
100910, , , Substrate, , None, , , , , , , , , 
100911, , , Substrate, , None, , , , , , , , , 
100912, , , Thermal/Air Layer, , None, , , , , , , , , 
100913, , , Thermal/Air Layer, , None, , , , , , , , , 
100914, , , Membrane Layer, , None, , , , , , , , , 
100915, , , Membrane Layer, , None, , , , , , , , , 
100916, , , Structure, , None, , , , , , , , , 
100917, , , Structure, , None, , , , , , , , , 
100918, , , Substrate, , None, , , , , , , , , 
100919, , , Substrate, , None, , , , , , , , , 
100920, , , Thermal/Air Layer, , None, , , , , , , , , 
100921, , , Thermal/Air Layer, , None, , , , , , , , , 
100922, , , Membrane Layer, , None, , , , , , , , , 
100923, , , Membrane Layer, , None, , , , , , , , , 
100924, , , Structure, , None, , , , , , , , , 
100925, , , Structure, , None, , , , , , , , , 
100926, , , Substrate, , None, , , , , , , , , 
100927, , , Substrate, , None, , , , , , , , , 
100928, , , Thermal/Air Layer, , None, , , , , , , , , 
100929, , , Thermal/Air Layer, , None, , , , , , , , , 
100931, , , Rectangular Straight Wall Opening, , None, , , , , , , , , 
100932, , , Rectangular Straight Wall Opening, , None, , , , , , , , , 
100933, , , Wire Tags, , None, , , , , , , , , 
100934, , , Structural Rebar, , None, , , , , , , , , 
100935, , , Structural Rebar, , None, , , , , , , , , 
100936, , , Rebar Sketch Lines, , None, , , , , , , , , 
100937, , , Rebar Sketch Lines, , None, , , , , , , , , 
100938, , , Default Rebar, , None, , , , , , , , , 
100939, , , Default Rebar, , None, , , , , , , , , 
100940, , , Structural Rebar Tags, , None, , , , , , , , , 
100941, , , Structural Connections, , None, , , , , , , , , 
100942, , , Welding Lines, , None, , , , , , , , , 
100943, , , Structural Connection Tags, , None, , , , , , , , , 
100944, , , Area Report Settings, , None, , , , , , , , , 
100945, , , Area Report Settings, , None, , , , , , , , , 
100946, , , Area Report Settings, , None, , , , , , , , , 
100947, , , , , None, , , , , , , , , 
100948, , , Area Report Settings, , None, , , , , , , , , 
100949, , , , , None, , , , , , , , , 
100950, , , Area Report Settings, , None, , , , , , , , , 
100951, , , , , None, , , , , , , , , 
100952, , , Area Report Settings, , None, , , , , , , , , 
100953, , , , , None, , , , , , , , , 
100954, , , Area Report Settings, , None, , , , , , , , , 
100955, , , , , None, , , , , , , , , 
100956, , , Area Report Settings, , None, , , , , , , , , 
100957, , , , , None, , , , , , , , , 
100958, , , Area Report Settings, , None, , , , , , , , , 
100959, , , Piping Systems, , None, , , , , , , , , 
100986, , , Finish 1, , None, , , , , , , , , 
100987, , , Finish 1, , None, , , , , , , , , 
100988, , , Finish 2, , None, , , , , , , , , 
100989, , , Finish 2, , None, , , , , , , , , 
100990, , , Common Edges, , None, , , , , , , , , 
100991, , , Common Edges, , None, , , , , , , , , 
100992, , , Finish 1, , None, , , , , , , , , 
100993, , , Finish 1, , None, , , , , , , , , 
100994, , , Finish 2, , None, , , , , , , , , 
100995, , , Finish 2, , None, , , , , , , , , 
100996, , , Common Edges, , None, , , , , , , , , 
100997, , , Common Edges, , None, , , , , , , , , 
100998, , , Finish 1, , None, , , , , , , , , 
100999, , , Finish 1, , None, , , , , , , , , 
101000, , , Finish 2, , None, , , , , , , , , 
101001, , , Finish 2, , None, , , , , , , , , 
101002, , , Common Edges, , None, , , , , , , , , 
101003, , , Common Edges, , None, , , , , , , , , 
101004, , , Finish 1, , None, , , , , , , , , 
101005, , , Finish 1, , None, , , , , , , , , 
101006, , , Finish 2, , None, , , , , , , , , 
101007, , , Finish 2, , None, , , , , , , , , 
101008, , , Common Edges, , None, , , , , , , , , 
101009, , , Common Edges, , None, , , , , , , , , 
101011, , , Duct Systems, , None, , , , , , , , , 
101012, , , Room Polylines, , None, , , , , , , , , 
101013, , , Area Polylines, , None, , , , , , , , , 
101014, , , System Browser, , None, , , , , , , , , 
101015, , , System Browser, , None, , , , , , , , , 
101017, , , System Browser, , None, , , , , , , , , 
101018, , , Floor Tags, , None, , , , , , , , , 
117069, , , Room Calculations, , None, , , , , , , , , 
117070, , , Shaft Openings, , None, , , , , , , , , 
117071, , , <Hidden Lines>, , None, , , , , , , , , 
117072, , , <Hidden Lines>, , None, , , , , , , , , 
117073, , , <Hidden Lines>, , None, , , , , , , , , 
117074, , , <Hidden Lines>, , None, , , , , , , , , 
117075, , , <Hidden Lines>, , None, , , , , , , , , 
117076, , , <Hidden Lines>, , None, , , , , , , , , 
117077, , , <Hidden Lines>, , None, , , , , , , , , 
117078, , , <Hidden Lines>, , None, , , , , , , , , 
117079, , , <Hidden Lines>, , None, , , , , , , , , 
117080, , , <Hidden Lines>, , None, , , , , , , , , 
117081, , , Reactions up to date, , None, , , , , , , , , 
117082, , , Structural Internal Loads, , None, , , , , , , , , 
117083, , , Pipe Color Fill Legends, , None, , , , , , , , , 
117084, , , Pipe Color Fill, , None, , , , , , , , , 
117089, , , Structural Beam System Tags, , None, , , , , , , , , 
117091, , , Stick Symbols, , None, , , , , , , , , 
117092, , , Stick Symbols, , None, , , , , , , , , 
117600, , , Materials, , None, , , , , , , , , 
117601, , , Internal Point Loads, , None, , , , , , , , , 
117602, , , Internal Line Loads, , None, , , , , , , , , 
117603, , , Internal Area Loads, , None, , , , , , , , , 
117604, , , Point Load Tags, , None, , , , , , , , , 
117605, , , Line Load Tags, , None, , , , , , , , , 
117606, , , Area Load Tags, , None, , , , , , , , , 
117607, , , Internal Point Load Tags, , None, , , , , , , , , 
117608, , , Internal Line Load Tags, , None, , , , , , , , , 
117609, , , Internal Area Load Tags, , None, , , , , , , , , 
117610, , , Structural Area Reinforcement, , None, , , , , , , , , 
117611, , , Structural Area Reinforcement, , None, , , , , , , , , 
117612, , , Area Reinforcement Overridden Curves, , None, , , , , , , , , 
117613, , , Area Reinforcement Overridden Curves, , None, , , , , , , , , 
117614, , , Structural Area Reinforcement Symbols, , None, , , , , , , , , 
117615, , , Structural Area Reinforcement Tags, , None, , , , , , , , , 
117617, Internal Origin, , , , None, , , , , , , , , 
117618, , , <Hidden Lines>, , None, , , , , , , , , 
117619, , , <Hidden Lines>, , None, , , , , , , , , 
117620, , , <Hidden Lines>, , None, , , , , , , , , 
117621, , , <Hidden Lines>, , None, , , , , , , , , 
117622, , , <Hidden Lines>, , None, , , , , , , , , 
117623, , , <Hidden Lines>, , None, , , , , , , , , 
117624, , , <Hidden Lines>, , None, , , , , , , , , 
117625, , , <Hidden Lines>, , None, , , , , , , , , 
117626, , , <Hidden Lines>, , None, , , , , , , , , 
117627, , , <Hidden Lines>, , None, , , , , , , , , 
117628, , , <Hidden Lines>, , None, , , , , , , , , 
117629, , , <Hidden Lines>, , None, , , , , , , , , 
117630, , , <Hidden Lines>, , None, , , , , , , , , 
117631, , , <Hidden Lines>, , None, , , , , , , , , 
117632, , , <Hidden Lines>, , None, , , , , , , , , 
117633, , , <Hidden Lines>, , None, , , , , , , , , 
117634, , , <Hidden Lines>, , None, , , , , , , , , 
117635, , , <Hidden Lines>, , None, , , , , , , , , 
117636, , , <Hidden Lines>, , None, , , , , , , , , 
117637, , , <Hidden Lines>, , None, , , , , , , , , 
117638, , , <Hidden Lines>, , None, , , , , , , , , 
117639, , , <Hidden Lines>, , None, , , , , , , , , 
117640, , , <Hidden Lines>, , None, , , , , , , , , 
117641, , , <Hidden Lines>, , None, , , , , , , , , 
117642, , , <Hidden Lines>, , None, , , , , , , , , 
117643, , , <Hidden Lines>, , None, , , , , , , , , 
117644, , , <Hidden Lines>, , None, , , , , , , , , 
117645, , , <Hidden Lines>, , None, , , , , , , , , 
117646, , , <Hidden Lines>, , None, , , , , , , , , 
117647, , , <Hidden Lines>, , None, , , , , , , , , 
117648, , , <Hidden Lines>, , None, , , , , , , , , 
117649, , , <Hidden Lines>, , None, , , , , , , , , 
117650, , , <Hidden Lines>, , None, , , , , , , , , 
117651, , , <Hidden Lines>, , None, , , , , , , , , 
117652, , , <Hidden Lines>, , None, , , , , , , , , 
117653, , , <Hidden Lines>, , None, , , , , , , , , 
117654, , , <Hidden Lines>, , None, , , , , , , , , 
117655, , , <Hidden Lines>, , None, , , , , , , , , 
117656, , , <Hidden Lines>, , None, , , , , , , , , 
117658, , , <Hidden Lines>, , None, , , , , , , , , 
117659, , , <Hidden Lines>, , None, , , , , , , , , 
117660, , , <Hidden Lines>, , None, , , , , , , , , 
117661, , , <Hidden Lines>, , None, , , , , , , , , 
117662, , , <Hidden Lines>, , None, , , , , , , , , 
117663, , , <Hidden Lines>, , None, , , , , , , , , 
117664, , , <Hidden Lines>, , None, , , , , , , , , 
117665, , , <Hidden Lines>, , None, , , , , , , , , 
117666, , , <Hidden Lines>, , None, , , , , , , , , 
117667, , , Pipe Fitting Tags, , None, , , , , , , , , 
117668, , , Duct Fitting Tags, , None, , , , , , , , , 
117669, , , Rigid Links, , None, , , , , , , , , 
117670, , , Rigid Links, , None, , , , , , , , , 
117686, , , Cut Pattern, , None, , , , , , , , , 
117687, , , Cut Pattern, , None, , , , , , , , , 
117688, , , Cut Pattern, , None, , , , , , , , , 
117689, , , Cut Pattern, , None, , , , , , , , , 
117690, , , Drop, , None, , , , , , , , , 
117691, , , Insulation, , None, , , , , , , , , 
117692, , , Lining, , None, , , , , , , , , 
117693, , , Insulation, , None, , , , , , , , , 
117694, , , Center line, , None, , , , , , , , , 
117695, , , Insulation, , None, , , , , , , , , 
117696, , , Lining, , None, , , , , , , , , 
117697, , , Drop, , None, , , , , , , , , 
117698, , , Insulation, , None, , , , , , , , , 
117699, , , Insulation, , None, , , , , , , , , 
117700, , , Center line, , None, , , , , , , , , 
117701, , , Insulation, , None, , , , , , , , , 
117702, , , Material Tags, , None, , , , , , , , , 
117703, , , Detail Item Tags, , None, , , , , , , , , 
117705, , , Keynote Tags, , None, , , , , , , , , 
117711, , , Interior Fill, , None, , , , , , , , , 
117712, , , Reference, , None, , , , , , , , , 
117713, , , Color Fill, , None, , , , , , , , , 
117714, , , Interior Fill, , None, , , , , , , , , 
117715, , , Reference, , None, , , , , , , , , 
117716, , , Internal Object Styles, , None, , , , , , , , , 
117717, , , RVT Links, , None, , , , , , , , , 
117719, , , Boundary, , None, , , , , , , , , 
117720, , , Boundary, , None, , , , , , , , , 
117721, , , Cut Pattern, , None, , , , , , , , , 
117722, , , Cut Pattern, , None, , , , , , , , , 
117723, , , Cut Pattern, , None, , , , , , , , , 
117724, , , Cut Pattern, , None, , , , , , , , , 
117726, , , Wire Tick Marks, , None, , , , , , , , , 
117728, , , Telephone Devices, , None, , , , , , , , , 
117729, , , Telephone Device Tags, , None, , , , , , , , , 
117730, , , Nurse Call Devices, , None, , , , , , , , , 
117731, , , Nurse Call Device Tags, , None, , , , , , , , , 
117732, , , Security Devices, , None, , , , , , , , , 
117733, , , Security Device Tags, , None, , , , , , , , , 
117734, , , Communication Devices, , None, , , , , , , , , 
117735, , , Communication Device Tags, , None, , , , , , , , , 
117736, , , Data Devices, , None, , , , , , , , , 
117737, , , Data Device Tags, , None, , , , , , , , , 
117738, , , Fire Alarm Devices, , None, , , , , , , , , 
117739, , , Fire Alarm Device Tags, , None, , , , , , , , , 
117740, , , Lighting Devices, , None, , , , , , , , , 
117741, , , Lighting Device Tags, , None, , , , , , , , , 
117742, , , Interior Fill, , None, , , , , , , , , 
117743, , , Reference, , None, , , , , , , , , 
117744, , , Interior Fill, , None, , , , , , , , , 
117745, , , Reference, , None, , , , , , , , , 
117746, Sun Path, , One Day Solar Study, , None, , , , , , , , , 
117747, Sun Path, , Multi Day Solar Study, , None, , , , , , , , , 
117748, , , Home Run Arrows, , None, , , , , , , , , 
117750, , , Lower Value Prefix, , None, , , , , , , , , 
117751, , , Lower Value Prefix, , None, , , , , , , , , 
117752, , , Analytical Model, , None, , , , , , , , , 
117753, , , Analytical Model, , None, , , , , , , , , 
118390, Phases, , New Construction, , None, , , , , , , , , 
118391, , , System Data, , None, , , , , , , , , 
128891, Materials, , Steel ASTM A992, , None, , , , , , , , , 
131618, , , Structural Reinforcement Cages, , None, , , , , , , , , 
131619, , , Structural Reinforcement Cages, , None, , , , , , , , , 
131620, , , Analytical Surfaces, , None, , , , , , , , , 
131621, , , Shades, , None, , , , , , , , , 
131622, , , Underground, , None, , , , , , , , , 
131623, , , Opening, , None, , , , , , , , , 
131624, , , Interior, , None, , , , , , , , , 
131625, , , Exterior, , None, , , , , , , , , 
131627, , , Boundary Conditions, , None, , , , , , , , , 
131628, , , Internal Object Styles, , None, , , , , , , , , 
131629, , , Structural Path Reinforcement, , None, , , , , , , , , 
131630, , , Structural Path Reinforcement, , None, , , , , , , , , 
131631, , , Boundary, , None, , , , , , , , , 
131632, , , Boundary, , None, , , , , , , , , 
131633, , , Structural Path Reinforcement Symbols, , None, , , , , , , , , 
131634, , , Structural Path Reinforcement Tags, , None, , , , , , , , , 
131635, , , Route Curve, , None, , , , , , , , , 
131636, , , Route Curve, , None, , , , , , , , , 
131637, , , Route Curve, , None, , , , , , , , , 
131638, Sun Path, , Summer Solstice Solar Study, , None, , , , , , , , , 
131639, Sun Path, , Winter Solstice Solar Study, , None, , , , , , , , , 
131640, Sun Path, , Spring Equinox Solar Study, , None, , , , , , , , , 
131641, Sun Path, , Fall Equinox Solar Study, , None, , , , , , , , , 
131642, Sun Path, , Spring Solar Study, , None, , , , , , , , , 
131643, Sun Path, , Summer Solar Study, , None, , , , , , , , , 
131644, Sun Path, , Fall Solar Study, , None, , , , , , , , , 
131645, Sun Path, , Winter Solar Study, , None, , , , , , , , , 
131646, Sun Path, , One Year Solar Study, , None, , , , , , , , , 
131647, , , Rebar Shape, , None, , , , , , , , , 
131648, , , Rebar Shape, , None, , , , , , , , , 
131668, Color Fill Schema, , Name, , None, , , , , , , , , 
131669, Color Fill Schema, , Gross Building Area, , None, , , , , , , , , 
131670, Color Fill Schema, , Rentable Area, , None, , , , , , , , , 
131673, Color Fill Schema, , Department, , None, , , , , , , , , 
131674, , , Color Fill Schema, , None, , , , , , , , , 
131675, , , Sprinklers, , None, , , , , , , , , 
131676, , , Sprinkler Tags, , None, , , , , , , , , 
131677, , , Switch System, , None, , , , , , , , , 
131678, , , Spot Slopes, , None, , , , , , , , , 
131687, , , Annotation Crop Boundary, , None, , , , , , , , , 
131688, , , Cover Type, , None, , , , , , , , , 
131690, , , Web, , None, , , , , , , , , 
131691, , , Web, , None, , , , , , , , , 
131692, , , Top Chord, , None, , , , , , , , , 
131693, , , Bottom Chord, , None, , , , , , , , , 
131694, , , Crop Boundaries, , None, , , , , , , , , 
131695, , , Annotation Crop Boundary, , None, , , , , , , , , 
131696, , , Matchline, , None, , , , , , , , , 
131697, , , Structural Trusses, , None, , , , , , , , , 
131698, , , Masking Region, , None, , , , , , , , , 
131717, , , View References, , None, , , , , , , , , 
131718, , , View Reference, , None, , , , , , , , , 
131720, , , Slab Shape Editor - Explicit Crease, , None, , , , , , , , , 
131721, , , Slab Shape Editor - Auto Crease, , None, , , , , , , , , 
131722, , , Slab Shape Editor - Boundary, , None, , , , , , , , , 
131723, , , Slab Shape Editor - Point Boundary, , None, , , , , , , , , 
131724, , , Slab Shape Editor - Point Interior, , None, , , , , , , , , 
131726, , , , , None, , , , , , , , , 
131727, , , 1, , None, , , , , , , , , 
131728, , , 1, , None, , , , , , , , , 
131729, , , , , None, , , , , , , , , 
131730, , , 1, , None, , , , , , , , , 
131731, , , 1, , None, , , , , , , , , 
131732, , , Interior Edges, , None, , , , , , , , , 
131733, , , Interior Edges, , None, , , , , , , , , 
131734, , , Folding Lines, , None, , , , , , , , , 
131735, , , Folding Lines, , None, , , , , , , , , 
131736, , , Constructions, , None, , , , , , , , , 
131739, , , Structural opening cut, , None, , , , , , , , , 
131740, , , Structural opening cut, , None, , , , , , , , , 
131741, , , Structural opening cut, , None, , , , , , , , , 
131742, , , Structural opening cut, , None, , , , , , , , , 
131743, , , Structural Stiffeners, , None, , , , , , , , , 
131744, , , Structural Stiffener Tags, , None, , , , , , , , , 
131745, , , Web, , None, , , , , , , , , 
131746, , , Web, , None, , , , , , , , , 
131747, , , Chord, , None, , , , , , , , , 
131748, , , Chord, , None, , , , , , , , , 
131749, , , Structural Truss Tags, , None, , , , , , , , , 
131750, , , Structural Trusses, , None, , , , , , , , , 
131752, , , Stick Symbols, , None, , , , , , , , , 
131754, , , Legend Components, , None, , , , , , , , , 
131755, , , Wood Board, , None, , , , , , , , , 
131756, , , Wood Board Wide, , None, , , , , , , , , 
131757, , , Wood 1, , None, , , , , , , , , 
131758, , , Wood 2, , None, , , , , , , , , 
131759, , , Wood 3, , None, , , , , , , , , 
131761, , , , , None, , , , , , , , , 
131762, , , Wood 2, , None, , , , , , , , , 
131763, , , Wood 2, , None, , , , , , , , , 
131991, , , Plywood, , None, , , , , , , , , 
132024, , , , , None, , , , , , , , , 
132025, , , Crosshair (Relative), , None, , , , , , , , , 
132026, , , Crosshair (Relative), , None, , , , , , , , , 
132027, , , , , None, , , , , , , , , 
132028, , , Crosshair (Relative), , None, , , , , , , , , 
132029, , , , , None, , , , , , , , , 
132030, , , Crosshair (Relative), , None, , , , , , , , , 
132032, , , , , None, , , , , , , , , 
132033, , , No Symbol (Relative), , None, , , , , , , , , 
132034, , , No Symbol (Relative), , None, , , , , , , , , 
132035, , , , , None, , , , , , , , , 
132036, , , No Symbol (Relative), , None, , , , , , , , , 
132037, , , , , None, , , , , , , , , 
132038, , , No Symbol (Relative), , None, , , , , , , , , 
132050, , , Structural Stiffeners, , None, , , , , , , , , 
132051, , , Internal Object Styles, , None, , , , , , , , , 
132052, , , Internal Object Styles, , None, , , , , , , , , 
132772, , , Roof Tags, , None, , , , , , , , , 
132773, , , Foundation Span Direction Symbol, , None, , , , , , , , , 
133721, , , , , None, , , , , , , , , 
133746, , , Section Boxes, , None, , , , , , , , , 
133748, , , Duct Sizes, , None, , , , , , , , , 
133749, , , Duct Settings, , None, , , , , , , , , 
133750, , , Pipe Settings, , None, , , , , , , , , 
133751, , , Wire Settings, , None, , , , , , , , , 
133752, , , HVAC Zones, , None, , , , , , , , , 
133753, , , Boundary, , None, , , , , , , , , 
133754, , , Interior Fill, , None, , , , , , , , , 
133755, , , Reference Lines, , None, , , , , , , , , 
133970, , , Pipe Connections, , None, , , , , , , , , 
133971, , , Pipe Materials, , None, , , , , , , , , 
133972, , , Pipe Schedules, , None, , , , , , , , , 
133973, , , Fluids, , None, , , , , , , , , 
133974, , , Railing Tags, , None, , , , , , , , , 
133977, , , Revision, , None, , , , , , , , , 
134000, , , Pipe Sizes, , None, , , , , , , , , 
134020, , , Default Zoning Envelope, , None, , , , , , , , , 
134021, , , Default Zoning Envelope, , None, , , , , , , , , 
134022, , , Default Mass Cutter, , None, , , , , , , , , 
134023, , , Default Mass Cutter, , None, , , , , , , , , 
134024, , , Default Face Splitter, , None, , , , , , , , , 
134025, , , Default Face Splitter, , None, , , , , , , , , 
134026, , , Default Host Template, , None, , , , , , , , , 
134027, , , Default Host Template, , None, , , , , , , , , 
134028, , , Wire Materials, , None, , , , , , , , , 
134029, , , Wire Insulations, , None, , , , , , , , , 
134030, , , Wire Temperature Ratings, , None, , , , , , , , , 
134031, , , Wire Sizes, , None, , , , , , , , , 
134065, , , , , None, , , , , , , , , 
134066, , , <Space Separation>, , None, , , , , , , , , 
134067, , , Spaces, , None, , , , , , , , , 
134068, , , Color Fill, , None, , , , , , , , , 
134069, , , Interior, , None, , , , , , , , , 
134070, , , Reference, , None, , , , , , , , , 
134071, , , Interior, , None, , , , , , , , , 
134072, , , Reference, , None, , , , , , , , , 
134073, , , Zone Schemes, , None, , , , , , , , , 
134074, , , Space Tags, , None, , , , , , , , , 
134082, , , , , None, , , , , , , , , 
134083, HVAC Zones, , Default, , None, , , , , , , , , 
134084, , , , , None, , , , , , , , , 
134085, , , "1/4"" Bubble", , None, , , , , , , , , 
134086, , , , , None, , , , , , , , , 
134087, , , "1/4"" Bubble", , None, , , , , , , , , 
134088, , , AutoJoin Tracker Element, , None, , , , , , , , , 
134147, , , System Data, , None, , , , , , , , , 
134148, , , System Data, , None, , , , , , , , , 
134149, , , Mass Floor Tags, , None, , , , , , , , , 
134474, , , , , None, , , , , , , , , 
134488, Materials, , "Polyvinyl Chloride, Rigid", , None, , , , , , , , , 
134493, , , Light Source, , None, , , , , , , , , 
134494, , , Layout Path Bases, , None, , , , , , , , , 
134496, , , , , None, , , , , , , , , 
134497, , , "1/4"" Bubble Gap", , None, , , , , , , , , 
134498, , , "1/4"" Bubble Gap", , None, , , , , , , , , 
134499, , , , , None, , , , , , , , , 
134500, , , "1/4"" Bubble Gap", , None, , , , , , , , , 
134501, , , , , None, , , , , , , , , 
134502, , , "1/4"" Bubble Gap", , None, , , , , , , , , 
134504, , , , , None, , , , , , , , , 
134505, , , "1/4"" Bubble Custom Gap", , None, , , , , , , , , 
134506, , , "1/4"" Bubble Custom Gap", , None, , , , , , , , , 
134507, , , , , None, , , , , , , , , 
134508, , , "1/4"" Bubble Custom Gap", , None, , , , , , , , , 
134509, , , , , None, , , , , , , , , 
134510, , , "1/4"" Bubble Custom Gap", , None, , , , , , , , , 
134511, , , Thin Pixel - Dash, , None, , , , , , , , , 
134512, , , Internal Object Styles, , None, , , , , , , , , 
134530, Color Fill Schema, , Duct Color Fill, , None, , , , , , , , , 
134531, Color Fill Schema, , Pipe Color Fill, , None, , , , , , , , , 
134532, , , Zone Tags, , None, , , , , , , , , 
134533, Color Fill Schema, , Schema 1, , None, , , , , , , , , 
135280, , , GCS Tracker, , None, , , , , , , , , 
135281, , , Cameras, , None, , , , , , , , , 
135282, , , Interior Fill, , None, , , , , , , , , 
135283, , , Reference Lines, , None, , , , , , , , , 
135284, , , Color Fill, , None, , , , , , , , , 
135514, , , Upper/lower offset lines, , None, , , , , , , , , 
135515, , , Computation height lines, , None, , , , , , , , , 
135516, Color Fill Schema, , Schema 1, , None, , , , , , , , , 
135528, Materials, , Default Light Source, , None, , , , , , , , , 
135529, , , Render Regions, , None, , , , , , , , , 
135530, , , L1 - Architectural, , None, , , , , , , , , 
135531, , , L1 - Architectural, , None, , , , , , , , , 
135532, , , L2 - Architectural, , None, , , , , , , , , 
135533, , , L2 - Architectural, , None, , , , , , , , , 
135534, , , East - Architectural, , None, , , , , , , , , 
135535, , , North - Architectural, , None, , , , , , , , , 
135536, , , West - Architectural, , None, , , , , , , , , 
135537, , , South - Architectural, , None, , , , , , , , , 
135538, , , Site, , None, , , , , , , , , 
135572, , , Internal Object Styles, , None, , , , , , , , , 
137383, , , Space Type Settings, , None, , , , , , , , , 
137384, , , Building Type Settings, , None, , , , , , , , , 
137387, , , HVAC Load Schedules, , None, , , , , , , , , 
137388, , , Reference Points, , None, , , , , , , , , 
137389, , , Points, , None, , , , , , , , , 
137390, , , Planes, , None, , , , , , , , , 
137391, , , Lines, , None, , , , , , , , , 
137392, , , Always excluded in all views, , None, , , , , , , , , 
137393, , , Pipe Insulations, , None, , , , , , , , , 
137394, , , Duct Insulations, , None, , , , , , , , , 
137395, , , Duct Linings, , None, , , , , , , , , 
137396, HVAC Load Schedules, , Off - 24 Hours, , None, , , , , , , , , 
137397, HVAC Load Schedules, , On - 24 Hours, , None, , , , , , , , , 
137398, HVAC Load Schedules, , On - 6 AM to 10 PM, , None, , , , , , , , , 
137399, HVAC Load Schedules, , On - 8 AM to 6 PM, , None, , , , , , , , , 
137400, HVAC Load Schedules, , On - 8 AM to 6 PM (50%), , None, , , , , , , , , 
137401, HVAC Load Schedules, , On - 9 AM to 9 PM, , None, , , , , , , , , 
137402, HVAC Load Schedules, , On - 10 AM to 12 AM, , None, , , , , , , , , 
137403, HVAC Load Schedules, , On - 2 PM to 12 PM, , None, , , , , , , , , 
137404, HVAC Load Schedules, , On - 4 PM to 4 AM, , None, , , , , , , , , 
137405, HVAC Load Schedules, , On - 9 PM to 9 AM, , None, , , , , , , , , 
137406, HVAC Load Schedules, , Common Commercial Occupancy - 7 AM to 6 PM, , None, , , , , , , , , 
137407, HVAC Load Schedules, , Large Assembly Hall Occupancy - 8 AM to 10 PM, , None, , , , , , , , , 
137408, HVAC Load Schedules, , Health-Care Facility Occupancy - 8 AM to 9 PM, , None, , , , , , , , , 
137409, HVAC Load Schedules, , Hotel Occupancy - 24 Hours, , None, , , , , , , , , 
137410, HVAC Load Schedules, , Common Office Occupancy - 8 AM to 5 PM, , None, , , , , , , , , 
137411, HVAC Load Schedules, , Home Occupancy - 24 Hours, , None, , , , , , , , , 
137412, HVAC Load Schedules, , Restaurant Occupancy - Lunch and Dinner, , None, , , , , , , , , 
137413, HVAC Load Schedules, , Retail Facility Occupancy - 7am to 8pm, , None, , , , , , , , , 
137414, HVAC Load Schedules, , School Occupancy - 8am to 9pm, , None, , , , , , , , , 
137415, HVAC Load Schedules, , Warehouse Occupancy - 7 AM to 4 PM, , None, , , , , , , , , 
137416, HVAC Load Schedules, , Office Lighting - 6 AM to 11 PM, , None, , , , , , , , , 
137417, HVAC Load Schedules, , Residential Lighting - All Day, , None, , , , , , , , , 
137418, HVAC Load Schedules, , Retail Lighting - 7 AM to 8 PM, , None, , , , , , , , , 
137419, HVAC Load Schedules, , School Lighting - 7 AM to 9 PM, , None, , , , , , , , , 
137420, HVAC Load Schedules, , Warehouse Lighting - 7 AM to 4 PM, , None, , , , , , , , , 
137421, Building Type Settings, , Automotive Facility, , None, , , , , , , , , 
137422, Building Type Settings, , Convention Center, , None, , , , , , , , , 
137423, Building Type Settings, , Courthouse, , None, , , , , , , , , 
137424, Building Type Settings, , Dining Bar Lounge or Leisure, , None, , , , , , , , , 
137425, Building Type Settings, , Dining Cafeteria Fast Food, , None, , , , , , , , , 
137426, Building Type Settings, , Dining Family, , None, , , , , , , , , 
137427, Building Type Settings, , Dormitory, , None, , , , , , , , , 
